customer_id,product_id,purchase_amount
C166,P8752,19.75
C166,P8835,49.07
C166,P9038,91.21
C166,P9416,49.46
C1660,P10097,52.12
C1660,P1033,21.35
C1660,P14150,88.62
C1660,P16102,46.9
C1660,P8221,60.18
C1660,P9538,75.55
C1660,P9772,51.23
C1661,P10120,15.47
C1661,P10582,98.25
C1661,P11082,76.25
C1661,P11658,27.1
C1661,P11688,14.36
C1661,P13233,52.71
C1661,P14238,93.09
C1661,P14577,101.17
C1661,P2390,45.53
C1661,P4246,73.07
C1662,P11591,75.81
C1662,P13870,81.73
C1662,P15149,98.58
C1662,P2110,67.6
C1662,P3745,70.53
C1662,P5040,30.29
C1662,P6366,24.48
C1662,P8553,61.43
C1663,P10128,41.59
C1663,P13204,57.65
C1663,P13886,64.13
C1663,P1420,82.15
C1663,P14872,101.82
C1663,P3360,78.36
C1663,P3486,81.94
C1663,P4613,93.54
C1663,P5701,20.03
C1663,P6192,15.28
C1663,P7559,44.72
C1663,P8325,48.05
C1664,P10615,97.54
C1664,P11177,96.77
C1664,P13271,97.06
C1664,P13758,51.98
C1664,P15416,75.99
C1664,P16995,38.11
C1664,P3480,29.54
C1664,P4435,15.13
C1664,P6090,23.44
C1664,P7240,56.1
C1665,P11218,98.96
C1665,P1480,55.64
C1665,P16476,39.55
C1665,P2139,11.01
C1665,P2967,37.57
C1665,P3186,58.42
C1665,P6467,47.97
C1666,P11326,42.75
C1666,P13568,43.4
C1666,P3488,92.92
C1666,P37,3.06
C1666,P6704,62.63
C1666,P7656,35.2
C1666,P7935,30.17
C1666,P8041,17.95
C1666,P9237,18.64
C1667,P10711,16.94
C1667,P12820,98.41
C1667,P14038,26.58
C1667,P14114,100.91
C1667,P15927,61.65
C1667,P16244,42.52
C1667,P16600,39.21
C1667,P549,60.48
C1667,P6505,68.67
C1668,P10186,56.98
C1668,P1052,63.27
C1668,P13520,12.75
C1668,P16587,7.78
C1668,P16741,20.96
C1668,P1765,63.72
C1668,P183,56.79
C1668,P2449,58.39
C1668,P3141,81.95
C1668,P3782,65.37
C1668,P6379,97.66
C1668,P66,5.24
C1668,P6983,4.89
C1668,P8878,44.51
C1669,P12311,30.5
C1669,P12728,45.91
C1669,P1319,19.24
C1669,P15894,7.2
C1669,P16368,53.8
C1669,P16737,11.79
C1669,P1945,42.41
C1669,P2234,8.8
C1669,P6491,47.5
C1669,P9741,92.35
C167,P1068,39.76
C167,P11099,68.45
C167,P14286,98.03
C167,P14300,78.16
C167,P14916,17.0
C167,P15917,55.75
C167,P16837,62.25
C167,P1766,71.83
C167,P6725,23.83
C167,P7403,21.65
C167,P7562,73.75
C1670,P10169,73.65
C1670,P11479,32.82
C1670,P12864,93.97
C1670,P13032,33.48
C1670,P13311,53.81
C1670,P14418,51.24
C1670,P14525,2.01
C1670,P14907,33.88
C1670,P5384,77.96
C1670,P5837,27.02
C1670,P5868,90.76
C1670,P8574,5.18
C1671,P10060,2.22
C1671,P11931,27.29
C1671,P12107,86.28
C1671,P14798,42.01
C1671,P14846,94.71
C1671,P3787,69.38
C1671,P4041,28.16
C1671,P486,45.64
C1671,P5325,2.83
C1671,P709,18.96
C1672,P10369,80.63
C1672,P10653,32.57
C1672,P11071,16.17
C1672,P12076,85.03
C1672,P16740,80.48
C1672,P16782,86.81
C1672,P5282,20.88
C1672,P697,9.74
C1672,P9535,22.05
C1673,P11259,48.08
C1673,P16017,55.85
C1673,P3479,12.13
C1674,P10968,100.17
C1674,P1566,51.64
C1674,P2410,87.54
C1674,P7824,25.2
C1674,P8147,94.07
C1674,P8706,41.67
C1674,P9405,56.68
C1675,P10558,4.16
C1675,P12898,96.85
C1675,P14695,51.88
C1675,P1515,15.79
C1675,P7922,6.46
C1675,P798,41.01
C1675,P890,24.48
C1676,P13088,44.51
C1676,P13154,65.84
C1676,P1329,83.62
C1676,P13869,87.99
C1676,P14745,64.43
C1676,P14937,31.75
C1676,P15139,71.69
C1676,P15284,46.77
C1676,P3305,75.49
C1676,P4003,35.24
C1676,P4062,89.45
C1676,P5355,63.99
C1676,P6036,27.11
C1676,P8393,98.51
C1676,P8471,54.11
C1676,P8723,36.65
C1676,P8786,38.73
C1677,P10012,55.44
C1677,P14729,31.48
C1677,P16521,68.24
C1677,P16616,36.88
C1677,P2302,23.89
C1677,P2712,67.09
C1677,P3475,66.53
C1677,P6208,100.26
C1677,P6751,6.52
C1677,P8736,80.85
C1678,P11874,93.64
C1678,P14120,71.9
C1678,P1514,100.16
C1678,P15512,10.95
C1678,P1983,53.01
C1678,P2831,18.61
C1678,P6406,61.06
C1678,P6559,16.64
C1678,P695,9.09
C1678,P8976,64.09
C1679,P14467,57.85
C1679,P15203,92.99
C1679,P15243,7.67
C1679,P15520,30.64
C1679,P16755,55.3
C1679,P3792,43.79
C1679,P7646,67.59
C168,P1153,69.23
C168,P13721,28.81
C168,P15277,22.36
C168,P16103,43.45
C168,P3409,49.41
C168,P4004,7.56
C168,P5135,99.33
C168,P5315,39.92
C168,P6143,50.61
C168,P6343,90.76
C168,P720,80.93
C1680,P10588,74.76
C1680,P11355,24.92
C1680,P12312,36.16
C1680,P12651,22.86
C1680,P12679,61.85
C1680,P12792,99.2
C1680,P1281,76.52
C1680,P13838,98.36
C1680,P14473,72.05
C1680,P15684,22.11
C1680,P16292,20.31
C1680,P612,53.45
C1680,P6357,61.8
C1680,P6737,38.45
C1680,P7145,12.1
C1680,P7588,28.87
C1680,P7967,80.44
C1680,P898,97.57
C1680,P9947,53.78
C1681,P10004,52.32
C1681,P10205,43.59
C1681,P11375,96.6
C1681,P13685,1.92
C1681,P1492,22.55
C1681,P15249,20.06
C1681,P1883,23.68
C1681,P2270,48.23
C1681,P2809,9.37
C1681,P3200,2.76
C1681,P5435,15.71
C1681,P7781,47.64
C1681,P7865,35.13
C1681,P8246,13.53
C1681,P8666,80.44
C1682,P10992,80.79
C1682,P11325,40.6
C1682,P1183,12.8
C1682,P129,11.67
C1682,P14730,65.65
C1682,P18,60.12
C1682,P2552,79.65
C1682,P3473,17.9
C1682,P4367,12.59
C1682,P4399,41.04
C1682,P4918,71.16
C1682,P6903,20.22
C1682,P841,70.56
C1682,P9249,1.52
C1682,P9842,83.29
C1683,P12798,91.97
C1683,P14540,40.77
C1683,P14676,37.37
C1683,P16652,63.44
C1683,P16768,4.57
C1683,P1693,40.02
C1683,P8580,28.03
C1684,P11295,3.37
C1684,P16037,78.89
C1684,P3510,40.92
C1684,P3780,92.85
C1684,P5267,7.44
C1684,P5360,32.84
C1684,P6118,46.81
C1684,P7191,50.5
C1684,P7789,48.04
C1684,P8666,31.32
C1684,P9207,95.84
C1685,P11452,74.35
C1685,P11528,23.14
C1685,P13050,11.24
C1685,P16679,76.8
C1685,P1907,22.38
C1685,P2040,75.71
C1685,P2584,14.72
C1685,P3371,72.44
C1685,P3629,75.41
C1685,P5546,72.3
C1685,P7132,76.25
C1686,P10286,21.16
C1686,P10559,67.34
C1686,P13588,42.34
C1686,P1395,50.91
C1686,P2940,66.95
C1686,P6195,22.79
C1686,P989,84.03
C1687,P13373,101.02
C1687,P14370,18.16
C1687,P460,41.02
C1687,P4602,85.36
C1687,P5900,96.9
C1687,P6084,14.2
C1687,P8760,3.01
C1687,P88,94.41
C1688,P1024,12.66
C1688,P14563,76.09
C1688,P15028,56.26
C1688,P2344,32.09
C1688,P3354,32.85
C1688,P8660,43.16
C1689,P10386,45.67
C1689,P10603,93.84
C1689,P10751,64.79
C1689,P13249,23.52
C1689,P13585,31.8
C1689,P15255,39.32
C1689,P3214,68.2
C1689,P5809,26.05
C1689,P6961,49.31
C1689,P6963,14.49
C1689,P9953,71.46
C169,P102,94.98
C169,P11239,85.52
C169,P13062,96.41
C169,P14710,97.5
C169,P15549,79.43
C169,P16015,29.05
C169,P2775,99.36
C169,P5341,35.48
C169,P7943,53.18
C169,P9788,2.02
C169,P980,34.4
C1690,P10923,32.88
C1690,P13081,32.13
C1690,P1319,95.32
C1690,P14574,86.92
C1690,P15086,38.64
C1690,P15349,64.8
C1690,P15616,24.23
C1690,P16520,42.29
C1690,P4959,49.0
C1690,P5716,41.27
C1690,P5794,35.93
C1690,P9434,76.29
C1691,P10060,50.91
C1691,P10256,84.87
C1691,P10763,84.04
C1691,P1213,42.24
C1691,P12583,46.85
C1691,P14363,66.99
C1691,P15860,45.94
C1691,P16548,99.81
C1691,P3857,72.84
C1691,P3892,1.3
C1691,P457,100.9
C1691,P6350,59.5
C1691,P7067,16.76
C1691,P8364,83.32
C1691,P8463,5.68
C1691,P8481,87.16
C1691,P9607,30.24
C1692,P1005,84.57
C1692,P10375,73.94
C1692,P1643,25.74
C1692,P3071,49.95
C1692,P316,20.73
C1692,P6220,92.99
C1692,P8593,70.68
C1693,P10966,35.29
C1693,P12335,18.78
C1693,P13036,96.65
C1693,P13109,68.05
C1693,P13333,52.86
C1693,P13575,10.59
C1693,P15747,86.48
C1693,P16795,50.21
C1693,P1990,48.91
C1693,P5492,42.42
C1693,P6422,92.47
C1693,P9653,90.4
C1693,P9734,48.77
C1694,P11327,25.91
C1694,P13443,53.94
C1694,P13811,41.25
C1694,P14462,47.65
C1694,P16297,63.65
C1694,P16908,79.36
C1694,P2329,22.19
C1694,P2486,101.67
C1694,P4377,16.75
C1694,P6587,83.21
C1694,P7479,36.48
C1695,P11283,44.19
C1695,P12335,45.22
C1695,P12377,74.4
C1695,P1408,82.37
C1695,P15781,87.39
C1695,P16282,9.81
C1695,P4166,87.1
C1695,P4180,55.89
C1695,P4239,82.55
C1695,P5748,38.43
C1695,P6634,52.51
C1695,P7512,66.45
C1695,P9290,49.58
C1696,P13534,99.16
C1696,P13825,25.92
C1696,P14824,13.09
C1696,P15192,11.42
C1696,P1928,62.67
C1696,P2061,88.87
C1696,P2479,72.45
C1696,P3441,19.2
C1696,P9976,3.94
C1697,P10092,56.52
C1697,P13205,65.33
C1697,P3017,44.59
C1697,P7959,79.54
C1698,P11997,10.66
C1698,P12368,82.33
C1698,P12686,54.64
C1698,P12718,56.26
C1698,P13435,29.12
C1698,P13663,6.46
C1698,P14472,85.06
C1698,P15379,82.14
C1698,P5883,58.27
C1698,P7127,3.04
C1698,P9534,10.23
C1699,P10856,15.77
C1699,P11474,35.72
C1699,P3135,25.2
C1699,P3755,12.44
C1699,P5182,83.17
C1699,P6529,75.6
C17,P10692,64.01
C17,P10956,22.37
C17,P15918,47.52
C17,P1958,41.06
C17,P4368,56.41
C17,P5093,70.01
C17,P5578,79.96
C17,P8010,29.86
C170,P12005,67.77
C170,P12302,18.74
C170,P15421,34.06
C170,P16400,38.63
C170,P16806,70.36
C170,P1703,76.2
C170,P2858,3.54
C1700,P11134,72.39
C1700,P11369,4.5
C1700,P11692,61.04
C1700,P13416,19.33
C1700,P15839,59.63
C1700,P8119,94.0
C1700,P9967,101.47
C1701,P12017,18.75
C1701,P14107,80.72
C1701,P15399,43.37
C1701,P16908,21.56
C1701,P2516,32.42
C1701,P2867,81.72
C1701,P3749,75.48
C1701,P6076,88.01
C1701,P7694,59.67
C1701,P8690,3.74
C1701,P9442,13.48
C1702,P10257,62.22
C1702,P10696,96.76
C1702,P11360,75.88
C1702,P11828,10.61
C1702,P14487,45.01
C1702,P15735,31.17
C1702,P17,73.12
C1702,P3089,69.47
C1702,P5736,36.81
C1702,P6035,71.73
C1702,P982,85.87
C1703,P12714,71.93
C1703,P13228,53.53
C1703,P14775,59.14
C1703,P15266,43.75
C1703,P15922,3.03
C1703,P2842,68.17
C1703,P2856,28.21
C1703,P8023,90.02
C1703,P9129,67.55
C1704,P13113,23.46
C1704,P13334,99.97
C1704,P13819,2.03
C1704,P3164,39.9
C1704,P4668,78.47
C1704,P6601,44.29
C1704,P7084,72.59
C1704,P7094,33.23
C1704,P7545,19.58
C1704,P8639,84.57
C1704,P9024,27.81
C1705,P12056,1.75
C1705,P12436,68.22
C1705,P12682,11.02
C1705,P158,24.79
C1705,P2673,1.72
C1705,P306,33.94
C1705,P3251,6.92
C1705,P8769,61.92
C1706,P12363,84.75
C1706,P13089,68.61
C1706,P1706,66.87
C1706,P3266,29.17
C1706,P3313,1.59
C1706,P8987,28.77
C1707,P10310,40.81
C1707,P16002,99.23
C1707,P16764,16.92
C1707,P3594,69.78
C1707,P6396,38.4
C1707,P7036,69.45
C1707,P8587,78.93
C1707,P8693,93.31
C1708,P11415,53.89
C1708,P11958,59.13
C1708,P15000,53.8
C1708,P2481,48.77
C1708,P3038,22.87
C1708,P4550,8.64
C1708,P4886,51.21
C1708,P780,94.96
C1708,P9455,67.95
C1709,P14235,83.29
C1709,P15346,67.7
C1709,P1563,54.07
C1709,P16706,14.73
C1709,P2784,21.88
C1709,P4234,19.78
C1709,P6622,10.45
C1709,P7303,63.33
C1709,P7700,75.3
C1709,P8635,72.71
C1709,P8904,77.26
C1709,P926,13.24
C1709,P9649,75.68
C171,P1589,53.35
C171,P1716,19.81
C171,P2193,22.01
C171,P278,99.62
C171,P3013,66.54
C171,P8856,78.79
C1710,P12114,11.94
C1710,P13745,98.46
C1710,P15546,6.88
C1710,P1679,19.64
C1710,P4786,20.47
C1710,P5954,80.6
C1710,P6894,73.21
C1710,P9512,23.93
C1711,P10647,6.41
C1711,P12063,27.36
C1711,P12685,41.94
C1711,P13316,37.04
C1711,P14086,67.03
C1711,P16106,70.81
C1711,P3715,33.5
C1711,P4044,4.86
C1711,P4722,71.22
C1711,P7834,96.98
C1712,P10936,75.31
C1712,P14501,98.01
C1712,P14841,82.75
C1712,P16634,64.85
C1712,P16843,43.16
C1712,P2198,9.57
C1712,P250,22.38
C1712,P5550,31.78
C1712,P7130,42.39
C1713,P11448,53.64
C1713,P12032,44.74
C1713,P12655,11.13
C1713,P13183,40.31
C1713,P13336,97.33
C1713,P14413,32.54
C1713,P15122,67.77
C1713,P16693,17.32
C1713,P16885,83.17
C1713,P3110,29.29
C1713,P673,24.36
C1713,P7050,22.99
C1713,P8354,73.66
C1713,P909,32.93
C1714,P10725,47.7
C1714,P11176,95.74
C1714,P12512,5.95
C1714,P13141,36.07
C1714,P13425,54.42
C1714,P16838,6.33
C1714,P2781,41.42
C1714,P5385,29.67
C1714,P7421,36.34
C1714,P8144,80.52
C1714,P8940,90.37
C1714,P9231,12.96
C1714,P9661,78.79
C1715,P10924,25.77
C1715,P11402,87.88
C1715,P14341,4.57
C1715,P1556,89.05
C1715,P2088,89.48
C1715,P3657,79.24
C1715,P4279,47.37
C1715,P7084,6.92
C1716,P10674,10.02
C1716,P11238,54.14
C1716,P1172,14.89
C1716,P13506,71.75
C1716,P13824,43.86
C1716,P1469,15.07
C1716,P15123,41.36
C1716,P1514,57.89
C1716,P2151,22.85
C1716,P4005,24.97
C1716,P5772,1.33
C1716,P8047,68.9
C1716,P8377,23.01
C1716,P9930,78.25
C1717,P10846,25.88
C1717,P10912,64.06
C1717,P11288,48.74
C1717,P11750,6.66
C1717,P1216,31.63
C1717,P1251,95.53
C1717,P1286,39.03
C1717,P13491,7.1
C1717,P13690,96.99
C1717,P14455,40.27
C1717,P2653,17.01
C1717,P5079,13.95
C1717,P9595,67.62
C1717,P9824,42.4
C1718,P11313,61.8
C1718,P12083,30.79
C1718,P15699,47.83
C1718,P15756,101.32
C1718,P494,50.14
C1718,P6063,48.53
C1718,P7094,47.45
C1718,P8202,69.86
C1718,P8312,35.29
C1718,P8938,53.67
C1719,P13739,79.02
C1719,P2762,58.13
C1719,P3077,47.62
C1719,P5038,46.95
C1719,P6883,91.05
C1719,P7838,10.73
C172,P10408,13.39
C172,P11904,10.52
C172,P1207,72.84
C172,P13218,68.15
C172,P4530,70.92
C172,P9522,34.87
C1720,P10485,38.79
C1720,P1116,63.27
C1720,P12278,78.11
C1720,P15538,100.37
C1720,P3633,71.17
C1720,P3968,93.93
C1720,P6137,47.72
C1720,P9869,38.25
C1721,P10957,36.39
C1721,P12372,32.07
C1721,P14300,27.33
C1721,P15624,2.84
C1721,P16739,65.98
C1721,P2152,8.72
C1721,P4197,9.85
C1721,P4551,58.95
C1721,P5091,23.98
C1721,P5826,94.86
C1721,P7416,81.6
C1721,P7616,3.29
C1721,P7822,101.16
C1721,P9269,80.42
C1722,P10075,62.46
C1722,P12958,3.24
C1722,P15306,62.22
C1722,P16460,18.8
C1722,P16474,42.27
C1722,P241,83.41
C1722,P3596,15.03
C1723,P11988,94.32
C1723,P13084,96.88
C1723,P13129,3.27
C1723,P13600,74.16
C1723,P14513,35.81
C1723,P16759,5.5600000000000005
C1723,P2121,11.79
C1723,P7091,19.96
C1723,P7540,20.8
C1723,P8605,48.68
C1723,P9578,1.74
C1724,P12266,20.87
C1724,P14289,78.33
C1724,P16385,73.25
C1724,P16780,80.14
C1724,P3975,21.91
C1724,P4265,43.75
C1724,P5257,63.6
C1724,P5763,100.15
C1724,P7837,74.97
C1725,P10246,53.82
C1725,P11377,71.81
C1725,P11974,54.28
C1725,P14044,92.22
C1725,P14106,91.84
C1725,P14489,50.35
C1725,P14980,97.8
C1725,P16685,69.15
C1725,P3601,77.22
C1725,P5090,56.15
C1725,P8021,77.29
C1725,P8074,48.64
C1725,P8896,90.57
C1725,P9553,38.32
C1725,P9692,35.87
C1726,P16042,10.29
C1726,P2004,97.25
C1726,P2562,94.26
C1726,P610,61.4
C1726,P6545,98.48
C1726,P7670,8.67
C1726,P8295,10.13
C1726,P831,73.87
C1726,P8516,43.86
C1726,P8689,67.16
C1726,P984,24.67
C1727,P12646,24.16
C1727,P13535,80.2
C1727,P1405,8.44
C1727,P1914,7.65
C1727,P5074,77.5
C1727,P6,39.92
C1727,P6416,72.84
C1727,P8867,79.29
C1727,P9784,90.91
C1728,P11853,42.03
C1728,P13543,30.58
C1728,P14724,91.57
C1728,P15980,6.28
C1728,P16578,52.27
C1728,P3604,15.96
C1728,P5324,64.47
C1728,P6780,32.73
C1728,P9445,31.04
C1728,P9591,84.78
C1728,P9710,44.04
C1729,P11468,53.27
C1729,P1298,59.97
C1729,P16981,68.32
C1729,P2205,92.38
C1729,P3851,44.07
C1729,P3910,26.78
C1729,P4299,33.6
C1729,P4489,75.14
C1729,P7121,53.13
C1729,P7649,71.65
C173,P11899,21.78
C173,P13737,34.83
C173,P14048,59.76
C173,P14065,34.92
C173,P1823,31.41
C173,P2728,58.59
C173,P3196,75.54
C173,P3919,45.75
C173,P5503,15.29
C173,P7026,3.57
C173,P7061,15.07
C1730,P10186,60.9
C1730,P10533,35.59
C1730,P11830,75.36
C1730,P12995,27.92
C1730,P13499,77.09
C1730,P13767,14.02
C1730,P15919,77.08
C1730,P4717,28.7
C1730,P6139,27.81
C1730,P7406,19.11
C1731,P11741,17.47
C1731,P2108,54.89
C1731,P2559,1.77
C1731,P7659,8.27
C1731,P7892,19.5
C1731,P8442,31.64
C1732,P10308,16.46
C1732,P10968,96.7
C1732,P111,101.83
C1732,P1326,58.36
C1732,P14067,85.37
C1732,P16659,65.02
C1732,P2634,29.77
C1732,P5707,34.75
C1732,P726,30.84
C1732,P9221,88.51
C1732,P9387,74.36
C1733,P10086,28.75
C1733,P10924,18.92
C1733,P12195,8.27
C1733,P13023,74.64
C1733,P14174,24.24
C1733,P14520,74.06
C1733,P16293,33.44
C1733,P2238,24.58
C1733,P3597,53.94
C1733,P4639,24.66
C1733,P5767,26.11
C1733,P7400,51.3
C1734,P10263,50.75
C1734,P10354,44.24
C1734,P10936,40.53
C1734,P14574,84.92
C1734,P2958,77.16
C1734,P304,71.59
C1734,P3301,97.02
C1734,P4986,76.07
C1734,P5998,48.85
C1734,P8043,41.74
C1735,P11322,71.95
C1735,P11345,81.99
C1735,P11893,27.76
C1735,P13046,87.29
C1735,P13663,28.98
C1735,P15876,36.11
C1735,P394,23.78
C1736,P10156,75.67
C1736,P11357,36.13
C1736,P13607,24.43
C1736,P15249,3.42
C1736,P1774,6.93
C1736,P6674,37.07
C1736,P892,94.51
C1737,P10834,34.65
C1737,P13445,59.78
C1737,P14541,41.08
C1737,P3362,38.15
C1737,P4294,7.03
C1737,P4832,94.98
C1737,P7744,78.26
C1737,P8160,8.65
C1737,P9282,18.24
C1738,P11750,21.39
C1738,P13134,47.45
C1738,P13336,64.96
C1738,P13986,18.6
C1738,P14122,40.21
C1738,P15556,92.71
C1738,P365,28.1
C1738,P4343,97.07
C1738,P9100,35.9
C1738,P9175,57.97
C1739,P10286,33.16
C1739,P10909,33.78
C1739,P1257,36.37
C1739,P15706,38.83
C1739,P1597,85.96
C1739,P16925,18.37
C1739,P2247,63.46
C1739,P2751,40.25
C1739,P485,9.72
C1739,P6217,34.66
C1739,P7832,31.25
C174,P16955,96.09
C174,P16966,32.76
C174,P2396,6.86
C174,P2918,18.68
C174,P3605,83.82
C174,P3869,69.17
C174,P4218,38.65
C174,P60,3.84
C174,P8368,28.02
C174,P8562,74.86
C174,P9143,98.3
C1740,P11324,38.28
C1740,P1405,81.75
C1740,P14227,50.32
C1740,P14464,84.73
C1740,P15863,79.78
C1740,P16608,41.1
C1740,P16882,82.77
C1740,P3358,41.8
C1740,P5423,19.89
C1740,P9918,86.0
C1741,P10221,70.37
C1741,P11986,89.55
C1741,P14391,88.29
C1741,P1466,28.23
C1741,P4073,4.35
C1742,P10336,93.59
C1742,P11006,53.07
C1742,P13038,96.52
C1742,P2186,80.32
C1742,P723,51.25
C1742,P9445,50.55
C1743,P10900,73.41
C1743,P11300,1.99
C1743,P11672,25.73
C1743,P12442,84.1
C1743,P13258,32.86
C1743,P13560,52.33
C1743,P13809,92.53
C1743,P253,44.91
C1743,P2751,44.36
C1743,P4310,87.49
C1743,P5039,70.46
C1743,P805,72.02
C1744,P10548,45.3
C1744,P13340,45.86
C1744,P15651,22.26
C1744,P16094,52.58
C1744,P16123,14.68
C1744,P16966,88.43
C1744,P2101,27.35
C1744,P5921,31.34
C1744,P8883,67.24
C1745,P11702,17.13
C1745,P12811,22.99
C1745,P13092,87.88
C1745,P1311,37.86
C1745,P2116,73.57
C1745,P3348,98.54
C1745,P4440,30.71
C1745,P631,18.65
C1745,P679,73.01
C1745,P894,87.36
C1745,P9510,84.79
C1746,P10135,54.18
C1746,P10454,58.46
C1746,P11193,17.86
C1746,P1131,15.47
C1746,P12032,51.85
C1746,P16111,44.34
C1746,P2938,30.11
C1746,P4178,84.87
C1746,P8273,69.93
C1746,P8897,71.9
C1747,P12031,100.01
C1747,P12163,40.69
C1747,P12858,55.6
C1747,P13818,51.39
C1747,P14151,34.53
C1747,P16126,96.39
C1747,P16779,46.91
C1747,P1934,34.04
C1747,P6294,6.95
C1747,P6522,92.24
C1748,P10,76.09
C1748,P10936,6.21
C1748,P12358,34.91
C1748,P1256,5.6
C1748,P14545,59.93
C1748,P1576,27.22
C1748,P1889,100.12
C1748,P2034,89.01
C1748,P4906,57.51
C1748,P5940,80.73
C1748,P6109,34.73
C1748,P8240,69.52
C1748,P8316,64.37
C1748,P9685,37.26
C1749,P13907,16.56
C1749,P15517,84.01
C1749,P1863,74.32
C1749,P6529,83.32
C1749,P7144,13.59
C1749,P9492,89.38
C175,P11173,41.77
C175,P11520,12.41
C175,P12732,75.0
C175,P13057,100.7
C175,P13649,15.55
C175,P1391,54.29
C175,P16555,10.98
C175,P1742,36.84
C175,P2236,61.64
C175,P4046,26.08
C175,P8218,83.09
C175,P8872,95.13
C1750,P13090,64.35
C1750,P1320,31.29
C1750,P14077,29.43
C1750,P14678,95.84
C1750,P15084,51.8
C1750,P2624,61.09
C1750,P2745,39.0
C1750,P3576,57.64
C1750,P4019,48.93
C1750,P5004,62.63
C1750,P8416,76.99
C1751,P1315,40.54
C1751,P14849,53.02
C1751,P569,95.89
C1752,P10817,86.6
C1752,P10990,49.54
C1752,P11229,84.52
C1752,P14369,1.22
C1752,P3337,29.59
C1752,P4416,50.6
C1752,P4989,88.68
C1752,P5887,58.22
C1752,P8750,4.13
C1753,P13433,18.4
C1753,P13537,45.67
C1753,P13573,15.14
C1753,P16796,88.09
C1753,P1810,31.06
C1753,P2187,28.39
C1753,P3549,62.61
C1753,P4092,98.93
C1753,P6397,69.74
C1754,P11472,58.67
C1754,P13405,38.17
C1754,P14090,99.61
C1754,P15114,18.19
C1754,P16385,11.56
C1754,P2365,55.87
C1754,P3330,90.23
C1754,P3405,58.41
C1754,P9113,81.87
C1754,P9300,24.06
C1754,P9618,82.43
C1754,P9833,52.46
C1755,P11886,88.61
C1755,P13874,19.93
C1755,P4180,11.74
C1755,P6235,60.03
C1755,P6805,64.72
C1755,P8393,70.19
C1755,P9380,75.77
C1756,P12647,9.18
C1756,P1271,53.72
C1756,P13,23.31
C1756,P14475,101.61
C1756,P3036,72.32
C1756,P5780,79.62
C1756,P6536,42.97
C1756,P7315,8.2
C1756,P7834,92.0
C1757,P11271,53.24
C1757,P14158,36.73
C1757,P14599,27.52
C1757,P15150,53.4
C1757,P16978,23.51
C1757,P584,30.14
C1757,P5961,81.13
C1757,P6401,51.66
C1757,P8415,100.27
C1757,P9688,78.73
C1757,P9945,43.17
C1758,P10716,68.36
C1758,P11381,71.8
C1758,P13957,19.88
C1758,P14946,63.47
C1758,P16053,90.01
C1758,P16444,83.06
C1758,P4184,5.18
C1758,P4508,45.36
C1758,P5369,14.86
C1758,P578,45.88
C1758,P8099,52.66
C1758,P9412,46.09
C1758,P9607,23.26
C1759,P11237,88.4
C1759,P1131,33.9
C1759,P11617,35.56
C1759,P13538,47.05
C1759,P14367,101.68
C1759,P14843,25.47
C1759,P15922,3.9
C1759,P5025,90.81
C1759,P7044,55.6
C1759,P7126,2.38
C1759,P7830,14.68
C1759,P9944,22.35
C176,P12225,65.44
C176,P14945,18.11
C176,P15411,44.99
C176,P16012,52.43
C176,P5227,30.36
C176,P6105,12.81
C176,P6331,96.32
C176,P698,21.1
C176,P7068,57.06
C176,P8206,43.61
C176,P9604,47.03
C1760,P10388,4.63
C1760,P1109,61.11
C1760,P11451,8.38
C1760,P116,46.91
C1760,P15281,14.81
C1760,P2477,33.07
C1760,P3304,16.9
C1760,P5352,77.11
C1760,P5531,6.48
C1760,P6354,44.07
C1760,P9122,4.03
C1761,P11000,72.61
C1761,P11031,98.12
C1761,P12364,37.49
C1761,P1250,9.3
C1761,P13792,23.35
C1761,P13987,91.58
C1761,P1981,84.43
C1761,P2149,77.49
C1761,P2771,75.58
C1761,P3254,93.62
C1761,P3512,45.71
C1761,P5138,41.99
C1761,P5330,42.34
C1761,P5388,32.22
C1761,P5482,8.97
C1761,P5686,23.33
C1761,P8620,97.26
C1762,P13867,68.79
C1762,P15644,60.01
C1762,P1585,37.33
C1762,P4052,4.58
C1762,P4455,67.39
C1762,P6087,40.78
C1762,P6781,60.66
C1762,P8709,85.38
C1762,P889,80.65
C1762,P9920,6.84
C1763,P11537,43.05
C1763,P11724,34.51
C1763,P11971,85.4
C1763,P16798,64.74
C1763,P16982,9.79
C1763,P6547,11.28
C1763,P6992,80.48
C1763,P7120,57.43
C1764,P10042,68.8
C1764,P1213,61.7
C1764,P1373,37.01
C1764,P16585,67.07
C1764,P352,77.51
C1764,P4628,5.4
C1764,P5605,71.66
C1764,P7300,97.73
C1764,P8149,4.85
C1765,P10553,27.75
C1765,P12898,50.4
C1765,P14137,88.48
C1765,P142,82.3
C1765,P14672,83.46
C1765,P15414,27.98
C1765,P1847,32.26
C1765,P4849,5.24
C1765,P5826,98.73
C1765,P7762,88.2
C1765,P8187,96.34
C1766,P10466,94.79
C1766,P10506,17.59
C1766,P14165,98.39
C1766,P3049,73.51
C1766,P3673,75.5
C1766,P4488,89.84
C1766,P8047,27.93
C1766,P8288,67.18
C1766,P9231,16.04
C1766,P974,67.85
C1766,P9793,14.92
C1767,P11410,68.47
C1767,P11850,40.41
C1767,P13314,31.25
C1767,P14264,61.17
C1767,P14277,26.53
C1767,P16956,45.6
